-55.90, -86.99 
-38.05, -86.13 
-44.40, -85.96 
-44.56, -86.34 
-47.45, -86.91 
-45.85, -86.25 
-57.01, -87.58 
-45.52, -86.94 
-47.41, -86.81 
-42.43, -86.38 
-53.73, -87.13 
-50.73, -86.59 
-45.00, -86.63 
-47.96, -86.64 
-42.30, -86.25 
-50.56, -87.13 
-49.21, -86.29 
-44.59, -86.04 
-48.98, -86.44 
-43.81, -86.55 
-40.67, -86.00 
-50.11, -86.85 
-48.60, -86.22 
-47.25, -86.89 
-42.83, -86.13 
-45.88, -86.42 
-49.91, -87.15 
-43.01, -86.28 
-47.73, -86.07
-44.03, -86.64 
-45.22, -86.44 
-50.01, -86.48 
-45.00, -86.44 
-42.21, -86.06 
-49.78, -87.05 
-47.35, -86.71 
-46.76, -86.45 
-58.84, -86.30 
-50.47, -86.71 
-53.42, -87.36 
-47.36, -86.41 
-48.49, -86.33 
-51.44, -86.80 
-43.91, -86.23 
-57.01, -87.56 
-43.57, -85.94 
-46.26, -86.26 
-49.57, -86.76 
-48.16, -86.17 
-48.90, -86.59 
-48.70, -86.52 
-51.68, -86.84 
-41.72, -85.59 
-55.84, -87.35 
-58.93, -87.27 
-48.90, -86.34 
-48.14, -86.34 
-47.25, -86.57 
-60.68, -87.44 
-52.09, -87.18 
-50.31, -86.43 
-46.15, -86.57 
-54.32, -86.99 
-55.75, -86.88 
-50.69, -86.85 
-50.45, -86.41 
-52.05, -86.55 
-54.54, -87.34 
-47.17, -85.76 
-60.09, -87.61 
-50.05, -86.39 
-45.44, -86.36 
-43.34, -85.96 
-43.07, -85.71 
-30.08, -83.22 
-29.59, -83.38 
-24.78, -81.57 
-19.34, -79.33 
-16.17, -75.19 
-11.89, -71.13 
-11.17, -67.54 
-7.45, -65.42 
-7.47, -61.34 
-4.39, -55.97 
-4.62, -55.06 
-3.16, -51.48 
-2.35, -47.54 
-2.37, -46.07 
-2.21, -41.27 
-2.71, -39.29 
-1.87, -32.33 
0.69, -18.41 
-6.04, -27.76 
-2.64, -19.68 
0.71, -6.48 
-1.95, -13.08 
-2.41, -11.10 
-3.17, -27.86 
-1.37, -7.33 
-1.26, -6.21 
-1.60, -4.13 
-1.84, -3.68 
-1.03, -1.53 
-1.83, 0.64 
-1.18, 1.23 
-2.83, 4.02 
-1.38, 0.45 
1.40, -3.83 
-1.64, 0.40 
-1.41, 0.59 
-4.13, -2.30 
0.56, 3.44 
0.77, 2.72 
-2.03, 0.51 
-0.91, 0.48 
-1.49, 0.82 
-1.98, 2.11 
-1.06, 1.09 
-1.57, 0.85 
-0.45, 1.52 
-0.77, 0.37 
-1.94, 0.51 
-1.11, 0.53 
-2.62, -0.96 
-1.57, -0.85 
-1.06, -1.04 
-1.12, -0.13 
-1.57, 0.96 
-1.23, 0.88 
-0.51, 1.12 
-2.21, -1.02 
-0.88, 0.29 
-1.19, 0.82 
-1.54, 0.19 
-1.73, 1.54 
-1.63, 0.45 
-1.91, 0.40 
-0.86, 1.04 
-1.17, 0.77 
-1.12, 0.24 
-1.56, 0.34 
-1.30, 0.69 
-1.35, 0.58 
-1.17, -0.21 
-1.39, 0.05 
-1.47, 0.99 
-1.62, 0.24 
-4.42, -3.04 
-1.40, 0.95 
40.58, 54.18 
-25.81, -14.32 
-1.33, 0.03 
-1.65, 1.46 
-1.09, 0.40 
-0.74, -1.72 
-1.17, 0.76 
-1.35, 0.32 
-0.84, 0.08 
-1.38, -0.03 
-1.71, 0.26 
-1.42, -0.08 
-1.75, -0.29 
-8.48, 0.27 
-2.70, -3.43 
-1.67, 0.94 
0.50, -2.03 
-4.26, 3.32 
-0.92, -1.73 
-3.71, 0.13 
-0.55, -0.84 
-3.54, -0.24 
-5.75, -1.28 
2.15, -0.27 
-0.98, -0.40 
-0.77, 0.11 
2.40, -0.18 
-0.34, -0.13 
0.99, -0.91 
-1.95, -0.27 
2.56, -2.58 
-1.02, 0.81 
2.10, -1.87 
1.10, -1.07 
1.80, -4.25 
-1.46, 0.98 
2.75, 0.53 
-0.05, -0.74 
-0.62, -0.59 
-1.28, 1.13 
-0.21, 0.13 
-0.77, 6.79 
-1.17, 4.64 
-0.35, -0.29 
0.29, -0.42 
-0.48, -0.66 
0.13, -0.53 
0.82, -1.09 
-0.08, -0.43 
0.31, -0.60 
-0.32, -0.87 
-0.13, -1.35 
0.34, -0.16 
0.11, 0.48 
-0.65, 3.73 
-1.20, 7.27 
-0.73, 8.69 
-1.17, 10.57 
-1.19, 11.16 
-0.98, 11.78 
-1.37, 13.22 
-1.31, 14.74 
-1.67, 16.05 
-1.89, 18.02 
-1.84, 21.39 
-1.93, 21.56 
-1.74, 22.67 
-2.67, 23.31 
-3.21, 24.79 
-2.12, 27.85 
-2.98, 29.36 
-2.42, 30.13 
-2.58, 32.06 
-2.80, 34.41 
-4.23, 36.49 
-3.60, 39.05 
-3.27, 40.18 
-3.73, 41.83 
-3.26, 43.94 
-4.38, 44.68 
-4.56, 45.42 
-4.57, 46.28 
-3.28, 47.52 
-4.95, 49.52 
-5.96, 51.77 
3.87, 55.47 
-6.08, 55.68 
-4.92, 56.92 
-6.61, 57.75 
-7.06, 59.62 
-6.20, 59.37 
-6.52, 60.57 
-6.19, 61.07 
-6.68, 62.04 
-7.78, 63.02 
-8.35, 64.79 
-7.66, 65.17 
-8.92, 66.20 
-7.71, 67.32 
-7.80, 68.88 
-7.80, 69.37 
-9.29, 69.03 
-9.90, 71.30 
-23.52, 73.84 
-9.67, 73.53 
-14.19, 74.71 
-14.52, 75.32 
-15.96, 76.67 
-20.03, 78.80 
-21.42, 79.83 
-24.55, 82.30 
-29.46, 83.94 
-32.72, 83.87 
-28.23, 84.66 
-45.44, 86.37 
-41.27, 85.90 
-59.41, 86.66 
-47.35, 87.05 
-51.23, 87.15 
-46.85, 87.06 
-42.66, 87.54 
-45.86, 87.29 
-46.94, 87.22 
-88.33, 88.94 
-40.60, 87.48 
-39.86, 86.98 
-42.01, 86.64 
-49.68, 87.20 
-49.95, 87.37 
-52.04, 88.03 
-45.71, 86.70 
-42.99, 86.73 
-42.30, 86.92 
-44.38, 87.40 
-40.03, 86.51 
-46.23, 87.48 
-54.94, 87.78 
-38.23, 87.26 
-52.63, 87.69 
-47.22, 87.26 
-46.52, 87.45 
-52.01, 87.74 
-42.82, 86.95 
-50.14, 87.45 
-51.69, 87.38 
-51.89, 87.50 
-52.68, 87.44 
-43.68, 86.92 
-50.58, 87.27 
-34.79, 87.38 
-46.37, 87.18 
-40.89, 86.92 
-39.98, 87.24 
-47.12, 87.49 
-40.83, 87.16 
-46.22, 87.45 
-38.05, 86.80 
-41.47, 86.87 
-39.35, 87.25 
-45.00, 87.60 
-49.79, 87.42 
-45.94, 87.50 
-44.14, 87.20 
-47.34, 87.39 
-51.15, 87.59 
-45.00, 87.56 
-55.09, 88.15 
-43.07, 87.42 
-61.93, 88.89 
-51.28, 87.21 
-57.74, 87.52 
-47.67, 86.31 
-48.12, 86.38 
-39.62, 85.83 
-38.28, 85.29 
-37.08, 85.24 
-44.14, 86.21 
-49.93, 86.46 
-39.55, 85.72 
-44.37, 86.21 
-44.58, 86.24 
-44.59, 86.15 
-39.52, 86.23 
-41.28, 85.49 
-49.61, 85.73 
-43.50, 86.14 
-40.22, 85.88 
-42.53, 85.99 
-40.88, 86.30 
-39.05, 86.01 
-34.11, 85.62 
-27.83, 86.55 
-32.01, 86.68 
-29.22, 86.02 
-29.48, 85.51 
-30.75, 85.59 
-37.59, 86.46 
-34.96, 86.60 
-43.01, 87.13 
-31.41, 86.36 
-31.97, 86.15 
-27.35, 85.95 
-31.97, 85.90 
-30.36, 86.17 
-33.10, 86.27 
-27.21, 86.06 
-42.88, 86.88 
-20.89, 85.79 
-22.50, 85.32 
-26.57, 86.14 
-33.43, 85.82 
-36.36, 85.97 
-33.08, 85.77 
-33.60, 85.95 
-31.14, 85.99 
-36.94, 86.44 
-31.80, 85.87 
-32.83, 85.65 
